Country,Year,Metric Name, Metric Value ,Source,Source Link,corrected metric
Malaysia,2014,Conviction Count,,,,
Malaysia,2014,Convictions per Capita,,,,
Malaysia,2014,Inflation,,,,
Malaysia,2014,Annual GDP,,,,
Malaysia,2015,FATFA Rating,,,,
Malaysia,2015,Number of SARs/STRs," 11,800.00 ",BNM AML Report 2015,,
Malaysia,2015,SARs/STRs per Capita,,,,
Malaysia,2015,Fine Volume,,,,
Malaysia,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2015,Fine Count,,,,
Malaysia,2015,Fine Count per Capita,,,,
Malaysia,2015,Recovered Assets,,,,
Malaysia,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2015,Conviction Count,,,,
Malaysia,2015,Convictions per Capita,,,,
Malaysia,2015,Inflation,,,,
Malaysia,2015,Annual GDP,,,,
Malaysia,2016,FATFA Rating,,,,
Malaysia,2016,Number of SARs/STRs," 12,300.00 ",BNM AML Report 2016,,
Malaysia,2016,SARs/STRs per Capita,,,,
Malaysia,2016,Fine Volume,,,,
Malaysia,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2016,Fine Count,,,,
Malaysia,2016,Fine Count per Capita,,,,
Malaysia,2016,Recovered Assets,,,,
Malaysia,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2016,Conviction Count,,,,
Malaysia,2016,Convictions per Capita,,,,
Malaysia,2016,Inflation,,,,
Malaysia,2016,Annual GDP,,,,
Malaysia,2017,FATFA Rating,,,,
Malaysia,2017,Number of SARs/STRs," 13,700.00 ",BNM AML Report 2017,,
Malaysia,2017,SARs/STRs per Capita,,,,
Malaysia,2017,Fine Volume,,,,
Malaysia,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2017,Fine Count,,,,
Malaysia,2017,Fine Count per Capita,,,,
Malaysia,2017,Recovered Assets,,,,
Malaysia,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2017,Conviction Count,,,,
Malaysia,2017,Convictions per Capita,,,,
Malaysia,2017,Inflation,,,,
Malaysia,2017,Annual GDP,,,,
Malaysia,2018,FATFA Rating,,,,
Malaysia,2018,Number of SARs/STRs," 17,500.00 ",BNM AML Report 2018,,
Malaysia,2018,SARs/STRs per Capita,,,,
Malaysia,2018,Fine Volume,,,,
Malaysia,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2018,Fine Count,,,,
Malaysia,2018,Fine Count per Capita,,,,
Malaysia,2018,Recovered Assets,,,,
Malaysia,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2018,Conviction Count,,,,
Malaysia,2018,Convictions per Capita,,,,
Malaysia,2018,Inflation,,,,
Malaysia,2018,Annual GDP,,,,
Malaysia,2019,FATFA Rating,,,,
Malaysia,2019,Number of SARs/STRs," 17,800.00 ",BNM AML Report 2019,,
Malaysia,2019,SARs/STRs per Capita,,,,
Malaysia,2019,Fine Volume,,,,
Malaysia,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2019,Fine Count,,,,
Malaysia,2019,Fine Count per Capita,,,,
Malaysia,2019,Recovered Assets,,,,
Malaysia,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2019,Conviction Count,,,,
Malaysia,2019,Convictions per Capita,,,,
Malaysia,2019,Inflation,,,,
Malaysia,2019,Annual GDP,,,,
Malaysia,2020,FATFA Rating,,,,
Malaysia,2020,Number of SARs/STRs,,(Data not specified publicly),,
Malaysia,2020,SARs/STRs per Capita,,,,
Malaysia,2020,Fine Volume,,,,
Malaysia,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2020,Fine Count,,,,
Malaysia,2020,Fine Count per Capita,,,,
Malaysia,2020,Recovered Assets,,,,
Malaysia,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2020,Conviction Count,,,,
Malaysia,2020,Convictions per Capita,,,,
Malaysia,2020,Inflation,,,,
Malaysia,2020,Annual GDP,,,,
Malaysia,2021,FATFA Rating,,,,
Malaysia,2021,Number of SARs/STRs,,,,
Malaysia,2021,SARs/STRs per Capita,,,,
Malaysia,2021,Fine Volume,,,,
Malaysia,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2021,Fine Count,,,,
Malaysia,2021,Fine Count per Capita,,,,
Malaysia,2021,Recovered Assets,,,,
Malaysia,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2021,Conviction Count,,,,
Malaysia,2021,Convictions per Capita,,,,
Malaysia,2021,Inflation,,,,
Malaysia,2021,Annual GDP,,,,
Malaysia,2022,FATFA Rating,,,,
Malaysia,2022,Number of SARs/STRs,,,,
Malaysia,2022,SARs/STRs per Capita,,,,
Malaysia,2022,Fine Volume,,,,
Malaysia,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2022,Fine Count,,,,
Malaysia,2022,Fine Count per Capita,,,,
Malaysia,2022,Recovered Assets,,,,
Malaysia,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2022,Conviction Count,,,,
Malaysia,2022,Convictions per Capita,,,,
Malaysia,2022,Inflation,,,,
Malaysia,2022,Annual GDP,,,,
Malaysia,2023,FATFA Rating,,,,
Malaysia,2023,Number of SARs/STRs,,,,
Malaysia,2023,SARs/STRs per Capita,,,,
Malaysia,2023,Fine Volume,,,,
Malaysia,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2023,Fine Count,,,,
Malaysia,2023,Fine Count per Capita,,,,
Malaysia,2023,Recovered Assets,,,,
Malaysia,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2023,Conviction Count,,,,
Malaysia,2023,Convictions per Capita,,,,
Malaysia,2023,Inflation,,,,
Malaysia,2023,Annual GDP,,,,
Malaysia,2024,FATFA Rating,,,,
Malaysia,2024,Number of SARs/STRs,,,,
Malaysia,2024,SARs/STRs per Capita,,,,
Malaysia,2024,Fine Volume,,,,
Malaysia,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Malaysia,2024,Fine Count,,,,
Malaysia,2024,Fine Count per Capita,,,,
Malaysia,2024,Recovered Assets,,,,
Malaysia,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Malaysia,2024,Conviction Count,,,,
Malaysia,2024,Convictions per Capita,,,,
Malaysia,2024,Inflation,,,,
Malaysia,2024,Annual GDP,,,,
Mexico,2014,FATFA Rating,,,,
Mexico,2014,Number of SARs/STRs," 335,000.00 ",UIF Annual Report 2014,,
Mexico,2014,SARs/STRs per Capita,,,,
Mexico,2014,Fine Volume,,,,
Mexico,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2014,Fine Count,,,,
Mexico,2014,Fine Count per Capita,,,,
Mexico,2014,Recovered Assets,,,,
Mexico,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2014,Conviction Count,,,,
Mexico,2014,Convictions per Capita,,,,
Mexico,2014,Inflation,,,,
Mexico,2014,Annual GDP,,,,
Mexico,2015,FATFA Rating,,,,
Mexico,2015,Number of SARs/STRs," 400,000.00 ",UIF Annual Report 2015,,
Mexico,2015,SARs/STRs per Capita,,,,
Mexico,2015,Fine Volume,,,,
Mexico,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2015,Fine Count,,,,
Mexico,2015,Fine Count per Capita,,,,
Mexico,2015,Recovered Assets,,,,
Mexico,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2015,Conviction Count,,,,
Mexico,2015,Convictions per Capita,,,,
Mexico,2015,Inflation,,,,
Mexico,2015,Annual GDP,,,,
Mexico,2016,FATFA Rating,,,,
Mexico,2016,Number of SARs/STRs," 505,000.00 ",UIF Annual Report 2016,,
Mexico,2016,SARs/STRs per Capita,,,,
Mexico,2016,Fine Volume,,,,
Mexico,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2016,Fine Count,,,,
Mexico,2016,Fine Count per Capita,,,,
Mexico,2016,Recovered Assets,,,,
Mexico,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2016,Conviction Count,,,,
Mexico,2016,Convictions per Capita,,,,
Mexico,2016,Inflation,,,,
Mexico,2016,Annual GDP,,,,
Mexico,2017,FATFA Rating,,,,
Mexico,2017,Number of SARs/STRs," 577,000.00 ",UIF Annual Report 2017,,
Mexico,2017,SARs/STRs per Capita,,,,
Mexico,2017,Fine Volume,,,,
Mexico,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2017,Fine Count,,,,
Mexico,2017,Fine Count per Capita,,,,
Mexico,2017,Recovered Assets,,,,
Mexico,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2017,Conviction Count,,,,
Mexico,2017,Convictions per Capita,,,,
Mexico,2017,Inflation,,,,
Mexico,2017,Annual GDP,,,,
Mexico,2018,FATFA Rating,,,,
Mexico,2018,Number of SARs/STRs," 600,000.00 ",UIF Annual Report 2018,,
Mexico,2018,SARs/STRs per Capita,,,,
Mexico,2018,Fine Volume,,,,
Mexico,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2018,Fine Count,,,,
Mexico,2018,Fine Count per Capita,,,,
Mexico,2018,Recovered Assets,,,,
Mexico,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2018,Conviction Count,,,,
Mexico,2018,Convictions per Capita,,,,
Mexico,2018,Inflation,,,,
Mexico,2018,Annual GDP,,,,
Mexico,2019,FATFA Rating,,,,
Mexico,2019,Number of SARs/STRs," 612,000.00 ",UIF Annual Report 2019,,
Mexico,2019,SARs/STRs per Capita,,,,
Mexico,2019,Fine Volume,,,,
Mexico,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2019,Fine Count,,,,
Mexico,2019,Fine Count per Capita,,,,
Mexico,2019,Recovered Assets,,,,
Mexico,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2019,Conviction Count,,,,
Mexico,2019,Convictions per Capita,,,,
Mexico,2019,Inflation,,,,
Mexico,2019,Annual GDP,,,,
Mexico,2020,FATFA Rating,,,,
Mexico,2020,Number of SARs/STRs," 652,000.00 ",UIF Annual Report 2020,,
Mexico,2020,SARs/STRs per Capita,,,,
Mexico,2020,Fine Volume,,,,
Mexico,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2020,Fine Count,,,,
Mexico,2020,Fine Count per Capita,,,,
Mexico,2020,Recovered Assets,,,,
Mexico,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2020,Conviction Count,,,,
Mexico,2020,Convictions per Capita,,,,
Mexico,2020,Inflation,,,,
Mexico,2020,Annual GDP,,,,
Mexico,2021,FATFA Rating,,,,
Mexico,2021,Number of SARs/STRs,,UIF data pending,,
Mexico,2021,SARs/STRs per Capita,,,,
Mexico,2021,Fine Volume,,,,
Mexico,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2021,Fine Count,,,,
Mexico,2021,Fine Count per Capita,,,,
Mexico,2021,Recovered Assets,,,,
Mexico,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2021,Conviction Count,,,,
Mexico,2021,Convictions per Capita,,,,
Mexico,2021,Inflation,,,,
Mexico,2021,Annual GDP,,,,
Mexico,2022,FATFA Rating,,,,
Mexico,2022,Number of SARs/STRs,,,,
Mexico,2022,SARs/STRs per Capita,,,,
Mexico,2022,Fine Volume,,,,
Mexico,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2022,Fine Count,,,,
Mexico,2022,Fine Count per Capita,,,,
Mexico,2022,Recovered Assets,,,,
Mexico,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2022,Conviction Count,,,,
Mexico,2022,Convictions per Capita,,,,
Mexico,2022,Inflation,,,,
Mexico,2022,Annual GDP,,,,
Mexico,2023,FATFA Rating,,,,
Mexico,2023,Number of SARs/STRs,,,,
Mexico,2023,SARs/STRs per Capita,,,,
Mexico,2023,Fine Volume,,,,
Mexico,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2023,Fine Count,,,,
Mexico,2023,Fine Count per Capita,,,,
Mexico,2023,Recovered Assets,,,,
Mexico,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2023,Conviction Count,,,,
Mexico,2023,Convictions per Capita,,,,
Mexico,2023,Inflation,,,,
Mexico,2023,Annual GDP,,,,
Mexico,2024,FATFA Rating,,,,
Mexico,2024,Number of SARs/STRs,,,,
Mexico,2024,SARs/STRs per Capita,,,,
Mexico,2024,Fine Volume,,,,
Mexico,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Mexico,2024,Fine Count,,,,
Mexico,2024,Fine Count per Capita,,,,
Mexico,2024,Recovered Assets,,,,
Mexico,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Mexico,2024,Conviction Count,,,,
Mexico,2024,Convictions per Capita,,,,
Mexico,2024,Inflation,,,,
Mexico,2024,Annual GDP,,,,
Netherlands,2014,FATFA Rating,,,,
Netherlands,2014,Number of SARs/STRs,,,,
Netherlands,2014,SARs/STRs per Capita,,,,
Netherlands,2014,Fine Volume,,,,
Netherlands,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2014,Fine Count,,,,
Netherlands,2014,Fine Count per Capita,,,,
Netherlands,2014,Recovered Assets,,,,
Netherlands,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2014,Conviction Count,,,,
Netherlands,2014,Convictions per Capita,,,,
Netherlands,2014,Inflation,,,,
Netherlands,2014,Annual GDP,,,,
Netherlands,2015,FATFA Rating,,,,
Netherlands,2015,Number of SARs/STRs,,,,
Netherlands,2015,SARs/STRs per Capita,,,,
Netherlands,2015,Fine Volume,,,,
Netherlands,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2015,Fine Count,,,,
Netherlands,2015,Fine Count per Capita,,,,
Netherlands,2015,Recovered Assets,,,,
Netherlands,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2015,Conviction Count,,,,
Netherlands,2015,Convictions per Capita,,,,
Netherlands,2015,Inflation,,,,
Netherlands,2015,Annual GDP,,,,
Netherlands,2016,FATFA Rating,,,,
Netherlands,2016,Number of SARs/STRs,,,,
Netherlands,2016,SARs/STRs per Capita,,,,
Netherlands,2016,Fine Volume,,,,
Netherlands,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2016,Fine Count,,,,
Netherlands,2016,Fine Count per Capita,,,,
Netherlands,2016,Recovered Assets,,,,
Netherlands,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2016,Conviction Count,,,,
Netherlands,2016,Convictions per Capita,,,,
Netherlands,2016,Inflation,,,,
Netherlands,2016,Annual GDP,,,,
Netherlands,2017,FATFA Rating,,,,
Netherlands,2017,Number of SARs/STRs,,,,
Netherlands,2017,SARs/STRs per Capita,,,,
Netherlands,2017,Fine Volume,,,,
Netherlands,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2017,Fine Count,,,,
Netherlands,2017,Fine Count per Capita,,,,
Netherlands,2017,Recovered Assets,,,,
Netherlands,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2017,Conviction Count,,,,
Netherlands,2017,Convictions per Capita,,,,
Netherlands,2017,Inflation,,,,
Netherlands,2017,Annual GDP,,,,
Netherlands,2018,FATFA Rating,,,,
Netherlands,2018,Number of SARs/STRs,,,,
Netherlands,2018,SARs/STRs per Capita,,,,
Netherlands,2018,Fine Volume,,,,
Netherlands,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2018,Fine Count,,,,
Netherlands,2018,Fine Count per Capita,,,,
Netherlands,2018,Recovered Assets,,,,
Netherlands,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2018,Conviction Count,,,,
Netherlands,2018,Convictions per Capita,,,,
Netherlands,2018,Inflation,,,,
Netherlands,2018,Annual GDP,,,,
Netherlands,2019,FATFA Rating,,,,
Netherlands,2019,Number of SARs/STRs,,,,
Netherlands,2019,SARs/STRs per Capita,,,,
Netherlands,2019,Fine Volume,,,,
Netherlands,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2019,Fine Count,,,,
Netherlands,2019,Fine Count per Capita,,,,
Netherlands,2019,Recovered Assets,,,,
Netherlands,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2019,Conviction Count,,,,
Netherlands,2019,Convictions per Capita,,,,
Netherlands,2019,Inflation,,,,
Netherlands,2019,Annual GDP,,,,
Netherlands,2020,FATFA Rating,,,,
Netherlands,2020,Number of SARs/STRs," 103,947.00 ","FIU-NL 2020
anti-money-laundering.eu",,
Netherlands,2020,SARs/STRs per Capita,,,,
Netherlands,2020,Fine Volume,,,,
Netherlands,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2020,Fine Count,,,,
Netherlands,2020,Fine Count per Capita,,,,
Netherlands,2020,Recovered Assets,,,,
Netherlands,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2020,Conviction Count,,,,
Netherlands,2020,Convictions per Capita,,,,
Netherlands,2020,Inflation,,,,
Netherlands,2020,Annual GDP,,,,
Netherlands,2021,FATFA Rating,,,,
Netherlands,2021,Number of SARs/STRs," 96,676.00 ","FIU-NL 2021
anti-money-laundering.eu",,
Netherlands,2021,SARs/STRs per Capita,,,,
Netherlands,2021,Fine Volume,,,,
Netherlands,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2021,Fine Count,,,,
Netherlands,2021,Fine Count per Capita,,,,
Netherlands,2021,Recovered Assets,,,,
Netherlands,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2021,Conviction Count,,,,
Netherlands,2021,Convictions per Capita,,,,
Netherlands,2021,Inflation,,,,
Netherlands,2021,Annual GDP,,,,
Netherlands,2022,FATFA Rating,,,,
Netherlands,2022,Number of SARs/STRs," 91,893.00 ","FIU-NL 2022
anti-money-laundering.eu",,
Netherlands,2022,SARs/STRs per Capita,,,,
Netherlands,2022,Fine Volume,,,,
Netherlands,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2022,Fine Count,,,,
Netherlands,2022,Fine Count per Capita,,,,
Netherlands,2022,Recovered Assets,,,,
Netherlands,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2022,Conviction Count,,,,
Netherlands,2022,Convictions per Capita,,,,
Netherlands,2022,Inflation,,,,
Netherlands,2022,Annual GDP,,,,
Netherlands,2023,FATFA Rating,,,,
Netherlands,2023,Number of SARs/STRs,,,,
Netherlands,2023,SARs/STRs per Capita,,,,
Netherlands,2023,Fine Volume,,,,
Netherlands,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2023,Fine Count,,,,
Netherlands,2023,Fine Count per Capita,,,,
Netherlands,2023,Recovered Assets,,,,
Netherlands,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2023,Conviction Count,,,,
Netherlands,2023,Convictions per Capita,,,,
Netherlands,2023,Inflation,,,,
Netherlands,2023,Annual GDP,,,,
Netherlands,2024,FATFA Rating,,,,
Netherlands,2024,Number of SARs/STRs,,,,
Netherlands,2024,SARs/STRs per Capita,,,,
Netherlands,2024,Fine Volume,,,,
Netherlands,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Netherlands,2024,Fine Count,,,,
Netherlands,2024,Fine Count per Capita,,,,
Netherlands,2024,Recovered Assets,,,,
Netherlands,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Netherlands,2024,Conviction Count,,,,
Netherlands,2024,Convictions per Capita,,,,
Netherlands,2024,Inflation,,,,
Netherlands,2024,Annual GDP,,,,
New Zealand,2014,FATFA Rating,,,,
New Zealand,2014,Number of SARs/STRs," 22,700.00 ",DIA FIU Annual Report 2014/15,,
New Zealand,2014,SARs/STRs per Capita,,,,
New Zealand,2014,Fine Volume,,,,
New Zealand,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2014,Fine Count,,,,
New Zealand,2014,Fine Count per Capita,,,,
New Zealand,2014,Recovered Assets,,,,
New Zealand,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2014,Conviction Count,,,,
New Zealand,2014,Convictions per Capita,,,,
New Zealand,2014,Inflation,,,,
New Zealand,2014,Annual GDP,,,,
New Zealand,2015,FATFA Rating,,,,
New Zealand,2015,Number of SARs/STRs," 24,600.00 ",DIA FIU Annual Report 2015/16,,
New Zealand,2015,SARs/STRs per Capita,,,,
New Zealand,2015,Fine Volume,,,,
New Zealand,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2015,Fine Count,,,,
New Zealand,2015,Fine Count per Capita,,,,
New Zealand,2015,Recovered Assets,,,,
New Zealand,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2015,Conviction Count,,,,
New Zealand,2015,Convictions per Capita,,,,
New Zealand,2015,Inflation,,,,
New Zealand,2015,Annual GDP,,,,
New Zealand,2016,FATFA Rating,,,,
New Zealand,2016,Number of SARs/STRs," 28,300.00 ",DIA FIU Annual Report 2016/17,,
New Zealand,2016,SARs/STRs per Capita,,,,
New Zealand,2016,Fine Volume,,,,
New Zealand,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2016,Fine Count,,,,
New Zealand,2016,Fine Count per Capita,,,,
New Zealand,2016,Recovered Assets,,,,
New Zealand,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2016,Conviction Count,,,,
New Zealand,2016,Convictions per Capita,,,,
New Zealand,2016,Inflation,,,,
New Zealand,2016,Annual GDP,,,,
New Zealand,2017,FATFA Rating,,,,
New Zealand,2017,Number of SARs/STRs," 33,800.00 ",DIA FIU Annual Report 2017/18,,
New Zealand,2017,SARs/STRs per Capita,,,,
New Zealand,2017,Fine Volume,,,,
New Zealand,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2017,Fine Count,,,,
New Zealand,2017,Fine Count per Capita,,,,
New Zealand,2017,Recovered Assets,,,,
New Zealand,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2017,Conviction Count,,,,
New Zealand,2017,Convictions per Capita,,,,
New Zealand,2017,Inflation,,,,
New Zealand,2017,Annual GDP,,,,
New Zealand,2018,FATFA Rating,,,,
New Zealand,2018,Number of SARs/STRs," 35,500.00 ",DIA FIU Annual Report 2018/19,,
New Zealand,2018,SARs/STRs per Capita,,,,
New Zealand,2018,Fine Volume,,,,
New Zealand,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2018,Fine Count,,,,
New Zealand,2018,Fine Count per Capita,,,,
New Zealand,2018,Recovered Assets,,,,
New Zealand,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2018,Conviction Count,,,,
New Zealand,2018,Convictions per Capita,,,,
New Zealand,2018,Inflation,,,,
New Zealand,2018,Annual GDP,,,,
New Zealand,2019,FATFA Rating,,,,
New Zealand,2019,Number of SARs/STRs," 36,200.00 ",DIA FIU Annual Report 2019/20,,
New Zealand,2019,SARs/STRs per Capita,,,,
New Zealand,2019,Fine Volume,,,,
New Zealand,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2019,Fine Count,,,,
New Zealand,2019,Fine Count per Capita,,,,
New Zealand,2019,Recovered Assets,,,,
New Zealand,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2019,Conviction Count,,,,
New Zealand,2019,Convictions per Capita,,,,
New Zealand,2019,Inflation,,,,
New Zealand,2019,Annual GDP,,,,
New Zealand,2020,FATFA Rating,,,,
New Zealand,2020,Number of SARs/STRs," 32,900.00 ",DIA FIU Annual Report 2020/21,,
New Zealand,2020,SARs/STRs per Capita,,,,
New Zealand,2020,Fine Volume,,,,
New Zealand,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2020,Fine Count,,,,
New Zealand,2020,Fine Count per Capita,,,,
New Zealand,2020,Recovered Assets,,,,
New Zealand,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2020,Conviction Count,,,,
New Zealand,2020,Convictions per Capita,,,,
New Zealand,2020,Inflation,,,,
New Zealand,2020,Annual GDP,,,,
New Zealand,2021,FATFA Rating,,,,
New Zealand,2021,Number of SARs/STRs,,,,
New Zealand,2021,SARs/STRs per Capita,,,,
New Zealand,2021,Fine Volume,,,,
New Zealand,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2021,Fine Count,,,,
New Zealand,2021,Fine Count per Capita,,,,
New Zealand,2021,Recovered Assets,,,,
New Zealand,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2021,Conviction Count,,,,
New Zealand,2021,Convictions per Capita,,,,
New Zealand,2021,Inflation,,,,
New Zealand,2021,Annual GDP,,,,
New Zealand,2022,FATFA Rating,,,,
New Zealand,2022,Number of SARs/STRs,,,,
New Zealand,2022,SARs/STRs per Capita,,,,
New Zealand,2022,Fine Volume,,,,
New Zealand,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2022,Fine Count,,,,
New Zealand,2022,Fine Count per Capita,,,,
New Zealand,2022,Recovered Assets,,,,
New Zealand,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2022,Conviction Count,,,,
New Zealand,2022,Convictions per Capita,,,,
New Zealand,2022,Inflation,,,,
New Zealand,2022,Annual GDP,,,,
New Zealand,2023,FATFA Rating,,,,
New Zealand,2023,Number of SARs/STRs,,,,
New Zealand,2023,SARs/STRs per Capita,,,,
New Zealand,2023,Fine Volume,,,,
New Zealand,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2023,Fine Count,,,,
New Zealand,2023,Fine Count per Capita,,,,
New Zealand,2023,Recovered Assets,,,,
New Zealand,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2023,Conviction Count,,,,
New Zealand,2023,Convictions per Capita,,,,
New Zealand,2023,Inflation,,,,
New Zealand,2023,Annual GDP,,,,
New Zealand,2024,FATFA Rating,,,,
New Zealand,2024,Number of SARs/STRs,,,,
New Zealand,2024,SARs/STRs per Capita,,,,
New Zealand,2024,Fine Volume,,,,
New Zealand,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
New Zealand,2024,Fine Count,,,,
New Zealand,2024,Fine Count per Capita,,,,
New Zealand,2024,Recovered Assets,,,,
New Zealand,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
New Zealand,2024,Conviction Count,,,,
New Zealand,2024,Convictions per Capita,,,,
New Zealand,2024,Inflation,,,,
New Zealand,2024,Annual GDP,,,,
Norway,2014,FATFA Rating,,,,
Norway,2014,Number of SARs/STRs,,,,
Norway,2014,SARs/STRs per Capita,,,,
Norway,2014,Fine Volume,,,,
Norway,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Norway,2014,Fine Count,,,,
Norway,2014,Fine Count per Capita,,,,
Norway,2014,Recovered Assets,,,,
Norway,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Norway,2014,Conviction Count,,,,
Norway,2014,Convictions per Capita,,,,
Norway,2014,Inflation,,,,
Norway,2014,Annual GDP,,,,
Norway,2015,FATFA Rating,,,,
Norway,2015,Number of SARs/STRs,,,,
Norway,2015,SARs/STRs per Capita,,,,
Norway,2015,Fine Volume,,,,
Norway,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Norway,2015,Fine Count,,,,
