Country,Year,Metric Name, Metric Value ,Source,Source Link,corrected metric
France,2024,Conviction Count,,,,
France,2024,Convictions per Capita,,,,
France,2024,Inflation,,,,
France,2024,Annual GDP,,,,
Germany,2014,FATFA Rating,,,,
Germany,2014,Number of SARs/STRs," 24,054.00 ","BKA FIU Report 2015
bka.de",,
Germany,2014,SARs/STRs per Capita,,,,
Germany,2014,Fine Volume,,,,
Germany,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2014,Fine Count,,,,
Germany,2014,Fine Count per Capita,,,,
Germany,2014,Recovered Assets,,,,
Germany,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2014,Conviction Count,,,,
Germany,2014,Convictions per Capita,,,,
Germany,2014,Inflation,,,,
Germany,2014,Annual GDP,,,,
Germany,2015,FATFA Rating,,,,
Germany,2015,Number of SARs/STRs," 29,108.00 ","BKA FIU Report 2015
bka.de",,
Germany,2015,SARs/STRs per Capita,,,,
Germany,2015,Fine Volume,,,,
Germany,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2015,Fine Count,,,,
Germany,2015,Fine Count per Capita,,,,
Germany,2015,Recovered Assets,,,,
Germany,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2015,Conviction Count,,,,
Germany,2015,Convictions per Capita,,,,
Germany,2015,Inflation,,,,
Germany,2015,Annual GDP,,,,
Germany,2016,FATFA Rating,,,,
Germany,2016,Number of SARs/STRs," 45,597.00 ","FIU Annual Report, via press
faz.net",,
Germany,2016,SARs/STRs per Capita,,,,
Germany,2016,Fine Volume,,,,
Germany,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2016,Fine Count,,,,
Germany,2016,Fine Count per Capita,,,,
Germany,2016,Recovered Assets,,,,
Germany,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2016,Conviction Count,,,,
Germany,2016,Convictions per Capita,,,,
Germany,2016,Inflation,,,,
Germany,2016,Annual GDP,,,,
Germany,2017,FATFA Rating,,,,
Germany,2017,Number of SARs/STRs," 59,845.00 ","FIU Annual Report 2017, via press
faz.net
faz.net",,
Germany,2017,SARs/STRs per Capita,,,,
Germany,2017,Fine Volume,,,,
Germany,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2017,Fine Count,,,,
Germany,2017,Fine Count per Capita,,,,
Germany,2017,Recovered Assets,,,,
Germany,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2017,Conviction Count,,,,
Germany,2017,Convictions per Capita,,,,
Germany,2017,Inflation,,,,
Germany,2017,Annual GDP,,,,
Germany,2018,FATFA Rating,,,,
Germany,2018,Number of SARs/STRs," 77,252.00 ","FIU Annual Report 2018
faz.net",,
Germany,2018,SARs/STRs per Capita,,,,
Germany,2018,Fine Volume,,,,
Germany,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2018,Fine Count,,,,
Germany,2018,Fine Count per Capita,,,,
Germany,2018,Recovered Assets,,,,
Germany,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2018,Conviction Count,,,,
Germany,2018,Convictions per Capita,,,,
Germany,2018,Inflation,,,,
Germany,2018,Annual GDP,,,,
Germany,2019,FATFA Rating,,,,
Germany,2019,Number of SARs/STRs," 114,914.00 ","FIU Annual Report 2019, via press
pequris.de",,
Germany,2019,SARs/STRs per Capita,,,,
Germany,2019,Fine Volume,,,,
Germany,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2019,Fine Count,,,,
Germany,2019,Fine Count per Capita,,,,
Germany,2019,Recovered Assets,,,,
Germany,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2019,Conviction Count,,,,
Germany,2019,Convictions per Capita,,,,
Germany,2019,Inflation,,,,
Germany,2019,Annual GDP,,,,
Germany,2020,FATFA Rating,,,,
Germany,2020,Number of SARs/STRs," 144,005.00 ","FIU Annual Report 2020
zoll.de",,
Germany,2020,SARs/STRs per Capita,,,,
Germany,2020,Fine Volume,,,,
Germany,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2020,Fine Count,,,,
Germany,2020,Fine Count per Capita,,,,
Germany,2020,Recovered Assets,,,,
Germany,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2020,Conviction Count,,,,
Germany,2020,Convictions per Capita,,,,
Germany,2020,Inflation,,,,
Germany,2020,Annual GDP,,,,
Germany,2021,FATFA Rating,,,,
Germany,2021,Number of SARs/STRs," 298,507.00 ","FIU Annual Report 2021
zoll.de",,
Germany,2021,SARs/STRs per Capita,,,,
Germany,2021,Fine Volume,,,,
Germany,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2021,Fine Count,,,,
Germany,2021,Fine Count per Capita,,,,
Germany,2021,Recovered Assets,,,,
Germany,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2021,Conviction Count,,,,
Germany,2021,Convictions per Capita,,,,
Germany,2021,Inflation,,,,
Germany,2021,Annual GDP,,,,
Germany,2022,FATFA Rating,,,,
Germany,2022,Number of SARs/STRs," 337,186.00 ","FIU Annual Report 2022
zoll.de",,
Germany,2022,SARs/STRs per Capita,,,,
Germany,2022,Fine Volume,,,,
Germany,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2022,Fine Count,,,,
Germany,2022,Fine Count per Capita,,,,
Germany,2022,Recovered Assets,,,,
Germany,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2022,Conviction Count,,,,
Germany,2022,Convictions per Capita,,,,
Germany,2022,Inflation,,,,
Germany,2022,Annual GDP,,,,
Germany,2023,FATFA Rating,,,,
Germany,2023,Number of SARs/STRs,,,,
Germany,2023,SARs/STRs per Capita,,,,
Germany,2023,Fine Volume,,,,
Germany,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2023,Fine Count,,,,
Germany,2023,Fine Count per Capita,,,,
Germany,2023,Recovered Assets,,,,
Germany,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2023,Conviction Count,,,,
Germany,2023,Convictions per Capita,,,,
Germany,2023,Inflation,,,,
Germany,2023,Annual GDP,,,,
Germany,2024,FATFA Rating,,,,
Germany,2024,Number of SARs/STRs,,,,
Germany,2024,SARs/STRs per Capita,,,,
Germany,2024,Fine Volume,,,,
Germany,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Germany,2024,Fine Count,,,,
Germany,2024,Fine Count per Capita,,,,
Germany,2024,Recovered Assets,,,,
Germany,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Germany,2024,Conviction Count,,,,
Germany,2024,Convictions per Capita,,,,
Germany,2024,Inflation,,,,
Germany,2024,Annual GDP,,,,
Greece,2014,FATFA Rating,,,,
Greece,2014,Number of SARs/STRs,,,,
Greece,2014,SARs/STRs per Capita,,,,
Greece,2014,Fine Volume,,,,
Greece,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2014,Fine Count,,,,
Greece,2014,Fine Count per Capita,,,,
Greece,2014,Recovered Assets,,,,
Greece,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2014,Conviction Count,,,,
Greece,2014,Convictions per Capita,,,,
Greece,2014,Inflation,,,,
Greece,2014,Annual GDP,,,,
Greece,2015,FATFA Rating,,,,
Greece,2015,Number of SARs/STRs,,,,
Greece,2015,SARs/STRs per Capita,,,,
Greece,2015,Fine Volume,,,,
Greece,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2015,Fine Count,,,,
Greece,2015,Fine Count per Capita,,,,
Greece,2015,Recovered Assets,,,,
Greece,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2015,Conviction Count,,,,
Greece,2015,Convictions per Capita,,,,
Greece,2015,Inflation,,,,
Greece,2015,Annual GDP,,,,
Greece,2016,FATFA Rating,,,,
Greece,2016,Number of SARs/STRs,,,,
Greece,2016,SARs/STRs per Capita,,,,
Greece,2016,Fine Volume,,,,
Greece,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2016,Fine Count,,,,
Greece,2016,Fine Count per Capita,,,,
Greece,2016,Recovered Assets,,,,
Greece,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2016,Conviction Count,,,,
Greece,2016,Convictions per Capita,,,,
Greece,2016,Inflation,,,,
Greece,2016,Annual GDP,,,,
Greece,2017,FATFA Rating,,,,
Greece,2017,Number of SARs/STRs,,,,
Greece,2017,SARs/STRs per Capita,,,,
Greece,2017,Fine Volume,,,,
Greece,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2017,Fine Count,,,,
Greece,2017,Fine Count per Capita,,,,
Greece,2017,Recovered Assets,,,,
Greece,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2017,Conviction Count,,,,
Greece,2017,Convictions per Capita,,,,
Greece,2017,Inflation,,,,
Greece,2017,Annual GDP,,,,
Greece,2018,FATFA Rating,,,,
Greece,2018,Number of SARs/STRs,,,,
Greece,2018,SARs/STRs per Capita,,,,
Greece,2018,Fine Volume,,,,
Greece,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2018,Fine Count,,,,
Greece,2018,Fine Count per Capita,,,,
Greece,2018,Recovered Assets,,,,
Greece,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2018,Conviction Count,,,,
Greece,2018,Convictions per Capita,,,,
Greece,2018,Inflation,,,,
Greece,2018,Annual GDP,,,,
Greece,2019,FATFA Rating,,,,
Greece,2019,Number of SARs/STRs,,,,
Greece,2019,SARs/STRs per Capita,,,,
Greece,2019,Fine Volume,,,,
Greece,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2019,Fine Count,,,,
Greece,2019,Fine Count per Capita,,,,
Greece,2019,Recovered Assets,,,,
Greece,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2019,Conviction Count,,,,
Greece,2019,Convictions per Capita,,,,
Greece,2019,Inflation,,,,
Greece,2019,Annual GDP,,,,
Greece,2020,FATFA Rating,,,,
Greece,2020,Number of SARs/STRs,,,,
Greece,2020,SARs/STRs per Capita,,,,
Greece,2020,Fine Volume,,,,
Greece,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2020,Fine Count,,,,
Greece,2020,Fine Count per Capita,,,,
Greece,2020,Recovered Assets,,,,
Greece,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2020,Conviction Count,,,,
Greece,2020,Convictions per Capita,,,,
Greece,2020,Inflation,,,,
Greece,2020,Annual GDP,,,,
Greece,2021,FATFA Rating,,,,
Greece,2021,Number of SARs/STRs,,,,
Greece,2021,SARs/STRs per Capita,,,,
Greece,2021,Fine Volume,,,,
Greece,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2021,Fine Count,,,,
Greece,2021,Fine Count per Capita,,,,
Greece,2021,Recovered Assets,,,,
Greece,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2021,Conviction Count,,,,
Greece,2021,Convictions per Capita,,,,
Greece,2021,Inflation,,,,
Greece,2021,Annual GDP,,,,
Greece,2022,FATFA Rating,,,,
Greece,2022,Number of SARs/STRs,,,,
Greece,2022,SARs/STRs per Capita,,,,
Greece,2022,Fine Volume,,,,
Greece,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2022,Fine Count,,,,
Greece,2022,Fine Count per Capita,,,,
Greece,2022,Recovered Assets,,,,
Greece,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2022,Conviction Count,,,,
Greece,2022,Convictions per Capita,,,,
Greece,2022,Inflation,,,,
Greece,2022,Annual GDP,,,,
Greece,2023,FATFA Rating,,,,
Greece,2023,Number of SARs/STRs,,,,
Greece,2023,SARs/STRs per Capita,,,,
Greece,2023,Fine Volume,,,,
Greece,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2023,Fine Count,,,,
Greece,2023,Fine Count per Capita,,,,
Greece,2023,Recovered Assets,,,,
Greece,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2023,Conviction Count,,,,
Greece,2023,Convictions per Capita,,,,
Greece,2023,Inflation,,,,
Greece,2023,Annual GDP,,,,
Greece,2024,FATFA Rating,,,,
Greece,2024,Number of SARs/STRs,,,,
Greece,2024,SARs/STRs per Capita,,,,
Greece,2024,Fine Volume,,,,
Greece,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Greece,2024,Fine Count,,,,
Greece,2024,Fine Count per Capita,,,,
Greece,2024,Recovered Assets,,,,
Greece,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Greece,2024,Conviction Count,,,,
Greece,2024,Convictions per Capita,,,,
Greece,2024,Inflation,,,,
Greece,2024,Annual GDP,,,,
"Hong Kong, China",2014,FATFA Rating,,,,
"Hong Kong, China",2014,Number of SARs/STRs," 48,000.00 ",HK JFIU Annual Report 2014,,
"Hong Kong, China",2014,SARs/STRs per Capita,,,,
"Hong Kong, China",2014,Fine Volume,,,,
"Hong Kong, China",2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2014,Fine Count,,,,
"Hong Kong, China",2014,Fine Count per Capita,,,,
"Hong Kong, China",2014,Recovered Assets,,,,
"Hong Kong, China",2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2014,Conviction Count,,,,
"Hong Kong, China",2014,Convictions per Capita,,,,
"Hong Kong, China",2014,Inflation,,,,
"Hong Kong, China",2014,Annual GDP,,,,
"Hong Kong, China",2015,FATFA Rating,,,,
"Hong Kong, China",2015,Number of SARs/STRs," 51,000.00 ",HK JFIU Annual Report 2015,,
"Hong Kong, China",2015,SARs/STRs per Capita,,,,
"Hong Kong, China",2015,Fine Volume,,,,
"Hong Kong, China",2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2015,Fine Count,,,,
"Hong Kong, China",2015,Fine Count per Capita,,,,
"Hong Kong, China",2015,Recovered Assets,,,,
"Hong Kong, China",2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2015,Conviction Count,,,,
"Hong Kong, China",2015,Convictions per Capita,,,,
"Hong Kong, China",2015,Inflation,,,,
"Hong Kong, China",2015,Annual GDP,,,,
"Hong Kong, China",2016,FATFA Rating,,,,
"Hong Kong, China",2016,Number of SARs/STRs," 55,000.00 ",HK JFIU Annual Report 2016,,
"Hong Kong, China",2016,SARs/STRs per Capita,,,,
"Hong Kong, China",2016,Fine Volume,,,,
"Hong Kong, China",2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2016,Fine Count,,,,
"Hong Kong, China",2016,Fine Count per Capita,,,,
"Hong Kong, China",2016,Recovered Assets,,,,
"Hong Kong, China",2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2016,Conviction Count,,,,
"Hong Kong, China",2016,Convictions per Capita,,,,
"Hong Kong, China",2016,Inflation,,,,
"Hong Kong, China",2016,Annual GDP,,,,
"Hong Kong, China",2017,FATFA Rating,,,,
"Hong Kong, China",2017,Number of SARs/STRs," 57,000.00 ",HK JFIU Annual Report 2017,,
"Hong Kong, China",2017,SARs/STRs per Capita,,,,
"Hong Kong, China",2017,Fine Volume,,,,
"Hong Kong, China",2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2017,Fine Count,,,,
"Hong Kong, China",2017,Fine Count per Capita,,,,
"Hong Kong, China",2017,Recovered Assets,,,,
"Hong Kong, China",2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2017,Conviction Count,,,,
"Hong Kong, China",2017,Convictions per Capita,,,,
"Hong Kong, China",2017,Inflation,,,,
"Hong Kong, China",2017,Annual GDP,,,,
"Hong Kong, China",2018,FATFA Rating,,,,
"Hong Kong, China",2018,Number of SARs/STRs," 56,000.00 ",HK JFIU Annual Report 2018,,
"Hong Kong, China",2018,SARs/STRs per Capita,,,,
"Hong Kong, China",2018,Fine Volume,,,,
"Hong Kong, China",2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2018,Fine Count,,,,
"Hong Kong, China",2018,Fine Count per Capita,,,,
"Hong Kong, China",2018,Recovered Assets,,,,
"Hong Kong, China",2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2018,Conviction Count,,,,
"Hong Kong, China",2018,Convictions per Capita,,,,
"Hong Kong, China",2018,Inflation,,,,
"Hong Kong, China",2018,Annual GDP,,,,
"Hong Kong, China",2019,FATFA Rating,,,,
"Hong Kong, China",2019,Number of SARs/STRs," 54,000.00 ",HK JFIU Annual Report 2019,,
"Hong Kong, China",2019,SARs/STRs per Capita,,,,
"Hong Kong, China",2019,Fine Volume,,,,
"Hong Kong, China",2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2019,Fine Count,,,,
"Hong Kong, China",2019,Fine Count per Capita,,,,
"Hong Kong, China",2019,Recovered Assets,,,,
"Hong Kong, China",2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2019,Conviction Count,,,,
"Hong Kong, China",2019,Convictions per Capita,,,,
"Hong Kong, China",2019,Inflation,,,,
"Hong Kong, China",2019,Annual GDP,,,,
"Hong Kong, China",2020,FATFA Rating,,,,
"Hong Kong, China",2020,Number of SARs/STRs," 49,000.00 ",HK JFIU Annual Report 2020,,
"Hong Kong, China",2020,SARs/STRs per Capita,,,,
"Hong Kong, China",2020,Fine Volume,,,,
"Hong Kong, China",2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2020,Fine Count,,,,
"Hong Kong, China",2020,Fine Count per Capita,,,,
"Hong Kong, China",2020,Recovered Assets,,,,
"Hong Kong, China",2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2020,Conviction Count,,,,
"Hong Kong, China",2020,Convictions per Capita,,,,
"Hong Kong, China",2020,Inflation,,,,
"Hong Kong, China",2020,Annual GDP,,,,
"Hong Kong, China",2021,FATFA Rating,,,,
"Hong Kong, China",2021,Number of SARs/STRs,,,,
"Hong Kong, China",2021,SARs/STRs per Capita,,,,
"Hong Kong, China",2021,Fine Volume,,,,
"Hong Kong, China",2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2021,Fine Count,,,,
"Hong Kong, China",2021,Fine Count per Capita,,,,
"Hong Kong, China",2021,Recovered Assets,,,,
"Hong Kong, China",2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2021,Conviction Count,,,,
"Hong Kong, China",2021,Convictions per Capita,,,,
"Hong Kong, China",2021,Inflation,,,,
"Hong Kong, China",2021,Annual GDP,,,,
"Hong Kong, China",2022,FATFA Rating,,,,
"Hong Kong, China",2022,Number of SARs/STRs,,,,
"Hong Kong, China",2022,SARs/STRs per Capita,,,,
"Hong Kong, China",2022,Fine Volume,,,,
"Hong Kong, China",2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2022,Fine Count,,,,
"Hong Kong, China",2022,Fine Count per Capita,,,,
"Hong Kong, China",2022,Recovered Assets,,,,
"Hong Kong, China",2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2022,Conviction Count,,,,
"Hong Kong, China",2022,Convictions per Capita,,,,
"Hong Kong, China",2022,Inflation,,,,
"Hong Kong, China",2022,Annual GDP,,,,
"Hong Kong, China",2023,FATFA Rating,,,,
"Hong Kong, China",2023,Number of SARs/STRs,,,,
"Hong Kong, China",2023,SARs/STRs per Capita,,,,
"Hong Kong, China",2023,Fine Volume,,,,
"Hong Kong, China",2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2023,Fine Count,,,,
"Hong Kong, China",2023,Fine Count per Capita,,,,
"Hong Kong, China",2023,Recovered Assets,,,,
"Hong Kong, China",2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2023,Conviction Count,,,,
"Hong Kong, China",2023,Convictions per Capita,,,,
"Hong Kong, China",2023,Inflation,,,,
"Hong Kong, China",2023,Annual GDP,,,,
"Hong Kong, China",2024,FATFA Rating,,,,
"Hong Kong, China",2024,Number of SARs/STRs,,,,
"Hong Kong, China",2024,SARs/STRs per Capita,,,,
"Hong Kong, China",2024,Fine Volume,,,,
"Hong Kong, China",2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2024,Fine Count,,,,
"Hong Kong, China",2024,Fine Count per Capita,,,,
"Hong Kong, China",2024,Recovered Assets,,,,
"Hong Kong, China",2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
"Hong Kong, China",2024,Conviction Count,,,,
"Hong Kong, China",2024,Convictions per Capita,,,,
"Hong Kong, China",2024,Inflation,,,,
"Hong Kong, China",2024,Annual GDP,,,,
Iceland,2014,FATFA Rating,,,,
Iceland,2014,Number of SARs/STRs,,,,
Iceland,2014,SARs/STRs per Capita,,,,
Iceland,2014,Fine Volume,,,,
Iceland,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2014,Fine Count,,,,
Iceland,2014,Fine Count per Capita,,,,
Iceland,2014,Recovered Assets,,,,
Iceland,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2014,Conviction Count,,,,
Iceland,2014,Convictions per Capita,,,,
Iceland,2014,Inflation,,,,
Iceland,2014,Annual GDP,,,,
Iceland,2015,FATFA Rating,,,,
Iceland,2015,Number of SARs/STRs,,,,
Iceland,2015,SARs/STRs per Capita,,,,
Iceland,2015,Fine Volume,,,,
Iceland,2015,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2015,Fine Count,,,,
Iceland,2015,Fine Count per Capita,,,,
Iceland,2015,Recovered Assets,,,,
Iceland,2015,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2015,Conviction Count,,,,
Iceland,2015,Convictions per Capita,,,,
Iceland,2015,Inflation,,,,
Iceland,2015,Annual GDP,,,,
Iceland,2016,FATFA Rating,,,,
Iceland,2016,Number of SARs/STRs,,,,
Iceland,2016,SARs/STRs per Capita,,,,
Iceland,2016,Fine Volume,,,,
Iceland,2016,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2016,Fine Count,,,,
Iceland,2016,Fine Count per Capita,,,,
Iceland,2016,Recovered Assets,,,,
Iceland,2016,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2016,Conviction Count,,,,
Iceland,2016,Convictions per Capita,,,,
Iceland,2016,Inflation,,,,
Iceland,2016,Annual GDP,,,,
Iceland,2017,FATFA Rating,,,,
Iceland,2017,Number of SARs/STRs,,,,
Iceland,2017,SARs/STRs per Capita,,,,
Iceland,2017,Fine Volume,,,,
Iceland,2017,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2017,Fine Count,,,,
Iceland,2017,Fine Count per Capita,,,,
Iceland,2017,Recovered Assets,,,,
Iceland,2017,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2017,Conviction Count,,,,
Iceland,2017,Convictions per Capita,,,,
Iceland,2017,Inflation,,,,
Iceland,2017,Annual GDP,,,,
Iceland,2018,FATFA Rating,,,,
Iceland,2018,Number of SARs/STRs,,,,
Iceland,2018,SARs/STRs per Capita,,,,
Iceland,2018,Fine Volume,,,,
Iceland,2018,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2018,Fine Count,,,,
Iceland,2018,Fine Count per Capita,,,,
Iceland,2018,Recovered Assets,,,,
Iceland,2018,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2018,Conviction Count,,,,
Iceland,2018,Convictions per Capita,,,,
Iceland,2018,Inflation,,,,
Iceland,2018,Annual GDP,,,,
Iceland,2019,FATFA Rating,,,,
Iceland,2019,Number of SARs/STRs,,,,
Iceland,2019,SARs/STRs per Capita,,,,
Iceland,2019,Fine Volume,,,,
Iceland,2019,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2019,Fine Count,,,,
Iceland,2019,Fine Count per Capita,,,,
Iceland,2019,Recovered Assets,,,,
Iceland,2019,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2019,Conviction Count,,,,
Iceland,2019,Convictions per Capita,,,,
Iceland,2019,Inflation,,,,
Iceland,2019,Annual GDP,,,,
Iceland,2020,FATFA Rating,,,,
Iceland,2020,Number of SARs/STRs,,,,
Iceland,2020,SARs/STRs per Capita,,,,
Iceland,2020,Fine Volume,,,,
Iceland,2020,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2020,Fine Count,,,,
Iceland,2020,Fine Count per Capita,,,,
Iceland,2020,Recovered Assets,,,,
Iceland,2020,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2020,Conviction Count,,,,
Iceland,2020,Convictions per Capita,,,,
Iceland,2020,Inflation,,,,
Iceland,2020,Annual GDP,,,,
Iceland,2021,FATFA Rating,,,,
Iceland,2021,Number of SARs/STRs,,,,
Iceland,2021,SARs/STRs per Capita,,,,
Iceland,2021,Fine Volume,,,,
Iceland,2021,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2021,Fine Count,,,,
Iceland,2021,Fine Count per Capita,,,,
Iceland,2021,Recovered Assets,,,,
Iceland,2021,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2021,Conviction Count,,,,
Iceland,2021,Convictions per Capita,,,,
Iceland,2021,Inflation,,,,
Iceland,2021,Annual GDP,,,,
Iceland,2022,FATFA Rating,,,,
Iceland,2022,Number of SARs/STRs,,,,
Iceland,2022,SARs/STRs per Capita,,,,
Iceland,2022,Fine Volume,,,,
Iceland,2022,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2022,Fine Count,,,,
Iceland,2022,Fine Count per Capita,,,,
Iceland,2022,Recovered Assets,,,,
Iceland,2022,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2022,Conviction Count,,,,
Iceland,2022,Convictions per Capita,,,,
Iceland,2022,Inflation,,,,
Iceland,2022,Annual GDP,,,,
Iceland,2023,FATFA Rating,,,,
Iceland,2023,Number of SARs/STRs,,,,
Iceland,2023,SARs/STRs per Capita,,,,
Iceland,2023,Fine Volume,,,,
Iceland,2023,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2023,Fine Count,,,,
Iceland,2023,Fine Count per Capita,,,,
Iceland,2023,Recovered Assets,,,,
Iceland,2023,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2023,Conviction Count,,,,
Iceland,2023,Convictions per Capita,,,,
Iceland,2023,Inflation,,,,
Iceland,2023,Annual GDP,,,,
Iceland,2024,FATFA Rating,,,,
Iceland,2024,Number of SARs/STRs,,,,
Iceland,2024,SARs/STRs per Capita,,,,
Iceland,2024,Fine Volume,,,,
Iceland,2024,Fine Volumen Inf. Adj. Pct of GDP,,,,
Iceland,2024,Fine Count,,,,
Iceland,2024,Fine Count per Capita,,,,
Iceland,2024,Recovered Assets,,,,
Iceland,2024,Recovered Assets Inf. Adj. Pct of GDP,,,,
Iceland,2024,Conviction Count,,,,
Iceland,2024,Convictions per Capita,,,,
Iceland,2024,Inflation,,,,
Iceland,2024,Annual GDP,,,,
India,2014,FATFA Rating,,,,
India,2014,Number of SARs/STRs," 1,000.00 ",FIU-IND Annual Report 2014 (summary),,
India,2014,SARs/STRs per Capita,,,,
India,2014,Fine Volume,,,,
India,2014,Fine Volumen Inf. Adj. Pct of GDP,,,,
India,2014,Fine Count,,,,
India,2014,Fine Count per Capita,,,,
India,2014,Recovered Assets,,,,
India,2014,Recovered Assets Inf. Adj. Pct of GDP,,,,
India,2014,Conviction Count,,,,
